RespondentID,Which category below includes your age?,Are you male or female?,What graduate program are you pursuing?,What graduate program are you pursuing? - Other (please specify),Are you a full-time graduate student?,Are you an International Student?,In which type of housing do you currently live?,In which type of housing do you currently live? - Other (please specify),What is the size of your current household?,"In a typical month, about how much money do you spend on rent/mortgage and utilities?",Is there a need for a graduate student residence hall on Texas Tech’s campus?,"If on-campus graduate housing had been available at the time you were admitted to Texas Tech, how likely would you have been to apply to live in such housing?",What types of residence would you be interested in? (Check all that apply.) - Studio/efficiency,What types of residence would you be interested in? (Check all that apply.) - 1 bedroom apt,What types of residence would you be interested in? (Check all that apply.) - 2 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - 3 bedroom apt with shared bathroom,What types of residence would you be interested in? (Check all that apply.) - I am not interested in on-campus housing,What types of residence would you be interested in? (Check all that apply.) - Other (please specify),How important is each of the following for a graduate student residence hall? - Child care,How important is each of the following for a graduate student residence hall? - Playground space,How important is each of the following for a graduate student residence hall? - Entertainment spaces (e.g. movie theater),How important is each of the following for a graduate student residence hall? - Alcohol allowed inside a residence,How important is each of the following for a graduate student residence hall? - Low cost,How important is each of the following for a graduate student residence hall? - Modern appliances,How important is each of the following for a graduate student residence hall? - Minimal grocery store,How important is each of the following for a graduate student residence hall? - Optional dining plan available,How important is each of the following for a graduate student residence hall? - Other,"How important is each of the following for a graduate student residence hall? - Please specify ""Other""",How likely would you be to live in a graduate student only residence hall if Texas Tech offered one? - ,Would you expect to pay more or less for rent and utilities in a graduate student residence hall than you pay now?,Would you choose NOT to live in a graduate residence hall if the university filled open rooms with undergraduate students?,Would you choose NOT to live in a graduate residence hall if it were next to an undergraduate residence hall?,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)? ,How would you usually move around campus if the graduate student residence hall were on campus but a mile or more from the Student Union Building (SUB)?  - Other (please specify),"If a graduate student residence hall is added to Texas Tech’s campus, what suggestions would you give building planners? - Open-Ended Response"
2372888944,36 to 45,Male,Doctoral,,No,No,Single-family house,,3 bedrooms,"$800 to $1,000",Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,3 bedroom apt with shared bathroom,,,most important,important,somewhat important,somewhat important,important,important,most important,important,somewhat important,,Neutral,Pay less,Yes,No,Bus,,Variety of options to accommodate the types of grad students including married students and those with children.
2372894302,21 to 25,Female,Doctoral,,Yes,No,Single-family house,,2 bedrooms,$600 to $800,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,important,somewhat important,somewhat important,most important,somewhat important,,important,,,Likely,Pay less,Yes,No,Walk,,Quiet study spaces with a small computer lab open at all times.
2372894774,26 to 35,Female,Master’s,,Yes,Yes,Apartment,,2 bedrooms,$400 to $600,No,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,not important,not important,not important,not important,most important,somewhat important,important,not important,,,Neutral,Pay about the same,Yes,Yes,Bus,,Please build an energy efficient building!
2372910765,21 to 25,Female,Master’s,,Yes,No,Apartment,,2 bedrooms,$400 to $600,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,,,,,important,important,,most important,important,somewhat important,somewhat important,important,,,Neutral,Pay less,Yes,Yes,Bike,,
2372929521,21 to 25,Female,Master’s,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Somewhat likely,,1 bedroom apt,,,,,somewhat important,somewhat important,important,important,important,important,important,important,,,Likely,Pay about the same,Yes,No,Walk,,
2372933861,21 to 25,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,Less than $400,Yes,Somewhat likely,Studio/efficiency,,,,,,most important,,most important,somewhat important,most important,most important,most important,most important,,,Neutral,Pay less,No,No,Bus,,
2372937210,21 to 25,Male,Master’s,,Yes,No,Single-family house,,3 bedrooms,Less than $400,Yes,Not likely at all,,1 bedroom apt,,,,,somewhat important,important,most important,most important,most important,most important,somewhat important,somewhat important,,,Unlikely,Pay more,Yes,No,Bus,,
2372954198,21 to 25,Female,Master’s,,Yes,No,Single-family house,,2 bedrooms,$400 to $600,No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,not important,most important,important,most important,most important,important,important,not important,,Unlikely,Pay less,Yes,No,Bus,,
2372964290,26 to 35,Female,Master’s,,Yes,No,Single-family house,,2 bedrooms,"$800 to $1,000",Yes,Very likely,,1 bedroom apt,,,,,not important,not important,not important,most important,most important,important,important,somewhat important,most important,Pets allowed,Likely,Pay less,Yes,No,Bike,,Thick walls so students can have a peaceful environment to study.
2372966594,21 to 25,Female,Master’s,,Yes,No,Single-family house,,2 bedrooms,$600 to $800,No,Not likely at all,Studio/efficiency,,,,I am not interested in on-campus housing,,not important,not important,not important,not important,not important,not important,not important,not important,not important,,Unlikely,Pay more,Yes,Yes,Car,,
2372986925,46 or older,Female,Master’s,,No,No,Other (please specify),single family rent house,2 bedrooms,"$800 to $1,000",No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,not important,somewhat important,most important,somewhat important,somewhat important,somewhat important,,,Unlikely,Pay less,Yes,No,Bike,,
2372992136,26 to 35,Male,Doctoral,,Yes,No,Single-family house,,3 bedrooms,$400 to $600,Yes,Somewhat likely,,1 bedroom apt,2 bedroom apt with shared bathroom,,,,not important,not important,most important,most important,most important,most important,somewhat important,not important,,,Neutral,Pay more,Yes,No,Bike,,
2372995769,21 to 25,Female,Master’s,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Likely,,1 bedroom apt,,,,,not important,not important,somewhat important,somewhat important,most important,important,somewhat important,important,somewhat important,,Likely,Pay about the same,Yes,No,Walk,,
2373001602,26 to 35,Male,Doctoral,,Yes,No,Apartment,,1 bedroom,$400 to $600,No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,important,important,most important,important,somewhat important,somewhat important,,,Unlikely,Pay less,Yes,No,Bike,,
2373005486,26 to 35,Male,Doctoral,,Yes,No,Apartment,,1 bedroom,$600 to $800,Yes,Somewhat likely,,1 bedroom apt,,,,,not important,not important,somewhat important,somewhat important,most important,most important,important,important,,,Likely,Pay about the same,Yes,Yes,Walk,Biking is also likely,"Privacy is very important. Also I would not want to hear the activity of my neighbors outside my door or between my walls.  When I'm home, I'm home I don't want to be disrupted from my homework or studying by neighbors.  Having a food facility would be great, I don't always have time to cook... but this need to be healthy food, I don't want to add to the obesity epidemic.  The building should be within walking dist of classrooms or labs.  I would be living here to cut my commute, and leave my car parked."
2373029877,46 or older,Male,Doctoral,,,No,Townhouse,,2 bedrooms,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,not important,important,important,somewhat important,not important,not important,,,Unlikely,Pay about the same,Yes,Yes,Walk,,
2373035366,26 to 35,Female,Doctoral,,Yes,No,Single-family house,,3 bedrooms,$600 to $800,Yes,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,not important,somewhat important,important,important,somewhat important,somewhat important,not important,,Neutral,Pay about the same,Yes,No,Walk,,
2373040491,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,1 bedroom,$400 to $600,No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,not important,most important,most important,important,important,not important,not important,,Neutral,Pay about the same,Yes,No,Car,,
2373059367,21 to 25,Female,Master’s,,Yes,No,I currently live in on-campus housing,,3 bedrooms,$400 to $600,No,Very likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,somewhat important,somewhat important,not important,somewhat important,most important,important,important,important,,,Likely,Pay about the same,Yes,No,Walk,,
2373060386,26 to 35,Female,Doctoral,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",Yes,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,important,important,not important,important,important,important,somewhat important,,,Unlikely,Pay less,No,No,Bike,,
2373098226,26 to 35,Female,Doctoral,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Very likely,,1 bedroom apt,,,,,most important,not important,not important,not important,most important,most important,most important,most important,,,Likely,Pay less,Yes,Yes,Bus,,
2373126499,26 to 35,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,"$800 to $1,000",Yes,Somewhat likely,,,,,,2 bed/ 2 bath Townhome,important,important,not important,not important,somewhat important,important,important,somewhat important,,,Neutral,Pay less,Yes,,Walk,,
2373130506,26 to 35,Male,Master’s,,Yes,Yes,Apartment,,2 bedrooms,$400 to $600,Yes,Very likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,not important,important,somewhat important,not important,important,important,important,important,,,Likely,Pay more,No,No,Walk,,nOne
2373241978,26 to 35,Male,Master’s,,No,Yes,Single-family house,,3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,somewhat important,somewhat important,important,most important,important,most important,important,not important,somewhat important,,Unlikely,Pay less,Yes,Yes,Car,,
2373248850,26 to 35,Male,Master’s,,Yes,No,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Very likely,,,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,family friendly is a must!,most important,most important,not important,important,important,most important,important,important,important,pet friendly,Likely,Pay less,Yes,No,Bike,,it need to be more than a hotel style residence. full kitchens are a must to accommodate families who want to cook healthy meals (and no the crapy smart choices food already on campus does not count) in fact food choice not run by hospitality services would be far better. overall just keep graduate students with families in mind.
2373272032,26 to 35,Female,Master’s,,Yes,No,Apartment,,3 bedrooms,$400 to $600,Yes,Likely,,1 bedroom apt,,,,2 bedroom with separate bathrooms,not important,somewhat important,important,important,important,most important,most important,important,most important,Option of 6-month/semester lease,Likely,Pay about the same,Yes,No,Bus,,
2373283942,21 to 25,Male,Master’s,,Yes,Yes,Apartment,,2 bedrooms,"$800 to $1,000",No,Not likely at all,,,,,I am not interested in on-campus housing,,important,most important,most important,somewhat important,most important,important,most important,somewhat important,,,Unlikely,Pay less,Yes,Yes,Walk,,"To Have huge study area with conference rooms, Computers, Some playing facilities, etc"
2373300129,21 to 25,Male,Doctoral,,Yes,Yes,Apartment,,2 bedrooms,$600 to $800,Yes,Very likely,,,,,I am not interested in on-campus housing,,somewhat important,most important,somewhat important,somewhat important,most important,somewhat important,most important,important,not important,,Likely,Pay less,No,Yes,Bike,,it has to be a quiet place.
2373305140,20 or younger,Female,Master’s,,Yes,No,Apartment,,3 bedrooms,Less than $400,No,Not likely at all,,,,,I am not interested in on-campus housing,,not important,not important,important,somewhat important,most important,important,important,important,,,Unlikely,Pay more,No,No,Walk,,I don't think it is a good idea. I prefer to live off-campus where it is cheaper.
2373306070,36 to 45,Female,Doctoral,,Yes,Yes,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Somewhat likely,,,,,I am not interested in on-campus housing,,most important,important,important,not important,most important,most important,most important,important,,,Unlikely,Pay less,Yes,Yes,Car,,
2373309034,26 to 35,Male,Doctoral,,No,Yes,Single-family house,,3 bedrooms,"$1,000 or more",Yes,Very likely,Studio/efficiency,1 bedroom apt,,,,,not important,not important,not important,not important,most important,most important,somewhat important,important,,,Neutral,Pay less,Yes,Yes,Bus,,"Aesthetically pleasing contours and colours, possibly with an enclosed open space resembling a park."
2373331781,21 to 25,Male,Doctoral,,Yes,No,Apartment,,1 bedroom,$400 to $600,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,important,somewhat important,not important,important,most important,not important,most important,somewhat important,,,Neutral,Pay about the same,No,No,Bike,,
2373369275,21 to 25,Female,Master’s,,Yes,No,Single-family house,,2 bedrooms,$400 to $600,Yes,Somewhat likely,Studio/efficiency,1 bedroom apt,2 bedroom apt with shared bathroom,3 bedroom apt with shared bathroom,,,not important,not important,somewhat important,important,most important,important,important,most important,,,Likely,Pay less,Yes,Yes,Bus,,
2373409091,26 to 35,Male,Master’s,,No,No,Single-family house,,More than 3 bedrooms,"$1,000 or more",No,Not likely at all,,,,,I am not interested in on-campus housing,,,,,,,,,,,,Unlikely,Pay less,No,No,Car,,
2373429032,21 to 25,Female,Master’s,,Yes,No,Apartment,,More than 3 bedrooms,$400 to $600,No,Not likely at all,,,2 bedroom apt with shared bathroom,,I am not interested in on-campus housing,,,not important,important,not important,important,most important,important,important,,,Unlikely,Pay less,Yes,No,Bus,,Make sure it is quiet!
2373474925,21 to 25,Female,Master’s,,Yes,Yes,Townhouse,,3 bedrooms,Less than $400,Yes,Somewhat likely,,,2 bedroom apt with shared bathroom,,,,not important,not important,somewhat important,important,most important,important,important,somewhat important,important,Opposite sex guests can stay over with out penalty,Neutral,,No,Yes,Bike,,"Room for a regular size bed and a nice desk for each student. Also, enough room for books as well as a nice quite area to read book other than the bedroom or livingroom."
2373530550,46 or older,Male,Master’s,,No,No,Single-family house,,3 bedrooms,$600 to $800,No,Not likely at all,,,,,I am not interested in on-campus housing,,important,important,somewhat important,not important,important,important,somewhat important,important,,,Unlikely,Pay about the same,Yes,Yes,Car,,
